,child,parent
48919,n04249029,n04338143
48920,n04670746,n04670531
48921,n09420689,n09428967
48922,n02630468,n01432517
48923,n02295390,n02309337
48924,n00096211,n00093483
48925,n00534849,n00532110
48926,n05689109,n05686955
48927,n07354731,n07473441
48928,n09668562,n09646608
48929,n03384891,n02756098
48930,n15005577,n15074568
48931,n07529683,n07529245
48932,n08418885,n08420278
48933,n06791017,n06789411
48934,n14010845,n14010148
48935,n08103457,n07992450
48936,n11499284,n11452218
48937,n08208560,n08189659
48938,n10594715,n09614047
48939,n01722085,n01656813
48940,n14069541,n14068685
48941,n08289089,n08288753
48942,n08289089,n08369406
48943,n14206722,n14206477
48944,n02917067,n03896233
48945,n05660937,n05660268
48946,n02633844,n01432517
48947,n10176475,n10515194
48948,n07852614,n07850329
48949,n07602454,n07601999
48950,n12956791,n13167078
48951,n09837720,n09624980
48952,n03925226,n04076846
48953,n00926026,n00925207
48954,n04495698,n04143897
48955,n09854813,n10328123
48956,n11754633,n11585340
48957,n05350061,n05333777
48958,n12443144,n11561228
48959,n14820180,n14977504
48960,n14820180,n14786479
48961,n14072934,n14072423
48962,n00529784,n00528667
48963,n01634684,n01626134
48964,n13573499,n13536794
48965,n01001097,n00999787
48966,n14452294,n14451911
48967,n06996755,n06996309
48968,n05335971,n05333777
48969,n06195839,n06193203
48970,n06819557,n06818970
48971,n08617399,n08616311
48972,n07125786,n07125523
48973,n09834378,n10101634
48974,n08364548,n07966719
48975,n04431025,n03341707
48976,n02570648,n01429349
48977,n04899416,n04898437
48978,n05861716,n05861317
48979,n13339734,n13417410
48980,n02483915,n01862557
48981,n06010105,n06008609
48982,n02772554,n04285146
48983,n05155650,n05154676
48984,n00305153,n00052500
48985,n11532017,n13086908
48986,n13702015,n13701793
48987,n06627816,n06627450
48988,n04314216,n04188643
48989,n01175195,n01173038
48990,n15026155,n14736972
48991,n04499446,n02808304
48992,n06871384,n06865345
48993,n05746163,n05745907
48994,n00787465,n00786195
48995,n05361278,n05418717
48996,n10492627,n09870208
48997,n05844105,n05839024
48998,n02971579,n04468005
48999,n07091385,n06724066
49000,n06249421,n05878440
49001,n13304665,n13304009
49002,n08120235,n08119821
49003,n13580723,n13580415
49004,n07266573,n07266442
49005,n12878525,n11579418
49006,n14515041,n14514039
49007,n00618642,n00608162
49008,n02587761,n01432517
49009,n14426449,n14425974
49010,n03858662,n02857023
49011,n05008227,n05006898
49012,n14280011,n14276936
49013,n04220523,n04487996
49014,n13754948,n13576355
49015,n03446070,n03446832
49016,n00911905,n00911048
49017,n14039310,n14038993
49018,n09870096,n09977326
49019,n13070708,n11592146
49020,n04525729,n03439064
49021,n00627437,n00624738
49022,n13328357,n13276913
49023,n13328357,n13327896
49024,n06753299,n06750804
49025,n01396458,n01388130
49026,n07839312,n07829412
49027,n10713686,n10299250
49028,n00273077,n00271263
49029,n02258910,n01759182
49030,n05626767,n05625879
49031,n00752298,n00752431
49032,n04268969,n03348454
49033,n13396276,n13396054
49034,n08285896,n08278324
49035,n14282384,n14276936
49036,n07574923,n07573696
49037,n07936177,n14845743
49038,n00720431,n00719705
49039,n13133438,n11674332
49040,n01229938,n01080366
49041,n05121095,n05120683
49042,n08231874,n08231184
49043,n01912272,n01342529
49044,n15197302,n15184755
49045,n05706815,n05706954
49046,n10593521,n09820263
49047,n09970088,n00007846
49048,n10543420,n09889691
49049,n04605163,n03309808
49050,n07403459,n07401960
49051,n09767197,n00007846
49052,n09666974,n09654687
49053,n12764703,n11567411
49054,n00903201,n00903309
49055,n10091651,n09614684
49056,n00735017,n00734482
49057,n09549643,n09548632
49058,n06759602,n06759349
49059,n02783567,n02954340
49060,n01397497,n01397114
49061,n09542697,n09540055
49062,n12461809,n11561228
49063,n14256014,n14254570
49064,n13373426,n13373214
49065,n10325243,n10324851
49066,n02016198,n01507175
49067,n08220228,n08191532
49068,n03062015,n03236735
49069,n02024923,n01507175
49070,n05364000,n05363676
49071,n03253516,n02680337
49072,n06663308,n06656408
49073,n07154046,n07154243
49074,n07154046,n06765044
49075,n14600504,n15047313
49076,n14600504,n14926294
49077,n00744758,n00732746
49078,n14614864,n14607521
49079,n10460501,n10193026
49080,n10157549,n10157378
49081,n00286360,n00285557
49082,n07598529,n07597365
49083,n04278751,n03414162
49084,n04036155,n03414162
49085,n06401222,n06400271
49086,n00167063,n00166702
49087,n05826469,n05823932
49088,n09694771,n09721883
49089,n00907235,n00907071
49090,n08225334,n08225090
49091,n10554141,n10241300
49092,n10538853,n09995573
49093,n02060719,n01504437
49094,n07354009,n07353716
49095,n10542499,n10615334
49096,n03300578,n02718469
49097,n02400139,n01862557
49098,n07417851,n07416714
49099,n06614901,n06614729
49100,n14242788,n14252320
49101,n05494130,n05493303
49102,n01521980,n01342529
49103,n07797518,n07775905
49104,n07033007,n07071942
49105,n12132754,n12136206
49106,n15223343,n15116724
49107,n03194992,n02772868
49108,n08555102,n08554440
49109,n06328386,n06320569
49110,n04822685,n04822223
49111,n04698656,n04929422
49112,n05343542,n05333777
49113,n03941887,n03659292
49114,n07424797,n07424109
49115,n07779535,n07779375
49116,n13247981,n13247818
49117,n15097722,n14989820
49118,n03887797,n04571088
49119,n02989685,n02996840
49120,n09776522,n10236304
49121,n07818277,n07809368
49122,n12940427,n11585340
49123,n07389931,n07387509
49124,n13858604,n13854649
49125,n13998263,n13997253
49126,n12969927,n12969131
49127,n05720602,n05712076
49128,n07205573,n07204401
49129,n10748889,n09922799
49130,n07439570,n07405893
49131,n07909593,n07907943
49132,n07909593,n07907548
49133,n07163272,n07167415
49134,n00038573,n00038262
49135,n02725242,n03740161
49136,n05700793,n05700625
49137,n09884391,n10309896
49138,n15291110,n15113229
49139,n02184270,n01762525
49140,n02723165,n04447443
49141,n05227209,n05225602
49142,n00299826,n00299217
49143,n13001206,n12998815
49144,n05186626,n05186306
49145,n09894143,n09857200
49146,n01395531,n08103777
49147,n05548032,n05248181
49148,n00578405,n00578154
49149,n00578405,n13411157
49150,n00863121,n00862859
49151,n01829143,n01504437
49152,n04736757,n04735929
49153,n03603878,n03560161
49154,n09184834,n00023773
49155,n13509196,n13457378
49156,n14023236,n14297696
49157,n08479986,n07965085
49158,n10721708,n10794014
49159,n03987674,n03976960
49160,n05331404,n05329735
49161,n07032753,n00084371
49162,n06231030,n06228549
49163,n14764715,n14764061
49164,n10728828,n09614684
49165,n09305728,n09260010
49166,n00215838,n00215683
49167,n00665221,n00654885
49168,n00494406,n00488225
49169,n03698123,n03169390
49170,n14442361,n14441825
49171,n14994726,n15010703
49172,n06654275,n06653363
49173,n06768259,n06767922
49174,n10767762,n09503282
49175,n13874558,n13867641
49176,n06883274,n06880664
49177,n07666847,n07653982
49178,n03938244,n03151500
49179,n10108606,n10605985
49180,n03954199,n03234306
49181,n03529444,n03309808
49182,n00563998,n00563494
49183,n06701359,n06700447
49184,n11822849,n11573660
49185,n03938838,n14712692
49186,n02020777,n01504437
49187,n14005137,n14004572
49188,n10178216,n10335931
49189,n13320691,n13320168
49190,n07098093,n07096661
49191,n13857804,n13857676
49192,n13231436,n11592146
49193,n01926549,n01921887
49194,n09401834,n09272085
49195,n09893191,n09943239
49196,n07484265,n00026192
49197,n08401970,n07942152
49198,n15145499,n15144371
49199,n10065066,n10423589
49200,n07907161,n07906284
49201,n03766600,n03264136
49202,n08795880,n00027167
49203,n05848182,n05847956
49204,n15100644,n14875077
49205,n13660084,n13652994
49206,n14453840,n14452616
49207,n06492040,n06491786
49208,n14624743,n00031264
49209,n01415393,n01388130
49210,n07104149,n07098193
49211,n14388596,n14386130
49212,n10636598,n10757918
49213,n02727660,n03786417
49214,n05158095,n05155821
49215,n08318032,n08317885
49216,n05167117,n04640927
49217,n00442115,n00441824
49218,n06272803,n06272290
49219,n00153105,n00152727
49220,n10309347,n10630188
49221,n12180714,n11575425
49222,n07376621,n07382572
49223,n01257145,n00407535
49224,n04334232,n04493505
49225,n03229905,n04482543
49226,n05372725,n05367735
49227,n03622931,n04254777
49228,n03622931,n04323819
49229,n05076709,n05075602
49230,n08082899,n07965085
49231,n14123510,n14122235
49232,n09973903,n10615334
49233,n12098227,n11567411
49234,n13352341,n13287984
49235,n12515219,n11585340
49236,n01013434,n01012712
49237,n13324912,n13306870
49238,n15193776,n15184170
49239,n06834351,n06828818
49240,n03228365,n03135917
49241,n09310616,n09278537
49242,n08664443,n08620061
49243,n07086861,n07086518
49244,n14808911,n14808752
49245,n14256585,n14252864
49246,n09965905,n09632518
49247,n07252967,n07252764
49248,n06887599,n06873252
49249,n06412771,n06410904
49250,n09719430,n07967382
49251,n09719430,n09641757
49252,n07779895,n07776545
49253,n13702231,n13702102
49254,n05466393,n05465392
49255,n12928690,n11585340
49256,n14188702,n14566129
49257,n03863923,n03419014
49258,n02456505,n01864707
49259,n11532351,n13086908
49260,n07705711,n07555863
49261,n07129867,n07109847
49262,n03017931,n03944672
49263,n14843767,n14843493
49264,n13155305,n13154841
49265,n08008017,n07951464
49266,n03819595,n03309808
49267,n14295140,n14285662
49268,n07389757,n07388987
49269,n05922175,n05921123
49270,n03530326,n03293471
49271,n13318584,n13318147
49272,n00743155,n00742645
49273,n14635290,n14625458
49274,n14334011,n14333863
49275,n12625215,n11585340
49276,n05433496,n05225602
49277,n14091254,n14084880
49278,n05715283,n05712076
49279,n00107279,n00106272
49280,n00974994,n00974762
49281,n07009946,n07007684
49282,n08476629,n08473787
49283,n10019308,n10012989
49284,n09720595,n09641757
49285,n11527767,n11419404
49286,n09782397,n10522035
49287,n12052053,n11556857
49288,n15075141,n15074962
49289,n10717196,n10299700
49290,n08334581,n08331213
49291,n08426111,n08425888
49292,n05379635,n05418717
49293,n09886807,n09700492
49294,n03438257,n03094503
49295,n03817191,n03338821
49296,n13581598,n13576101
49297,n13095685,n13086908
49298,n08123696,n08337324
49299,n09199341,n09272085
49300,n02978881,n03094503
49301,n00357906,n00357680
49302,n03549732,n03167666
49303,n00996056,n00967780
49304,n05757234,n05753564
49305,n05399356,n05399034
49306,n15296258,n15162210
49307,n05451265,n05450888
49308,n13326871,n13325010
49309,n09820044,n10015897
49310,n13435377,n13524925
49311,n10310516,n10100761
49312,n08240169,n07950920
49313,n04162433,n03050026
49314,n01251270,n00995134
49315,n10719972,n10009276
49316,n07461650,n07461411
49317,n14335761,n14336004
49318,n10474645,n10045713
49319,n07926920,n07891726
49320,n08278707,n08276720
49321,n03747746,n03771443
49322,n07495327,n07494363
49323,n03355768,n04531098
49324,n09869706,n10508475
49325,n02779435,n03964744
49326,n06520571,n06520429
49327,n07267160,n06806469
49328,n03046029,n03766322
49329,n02591757,n01432517
49330,n02480346,n01864707
49331,n06844903,n06841365
49332,n08622763,n08621598
49333,n02064608,n01864707
49334,n11645783,n11554175
49335,n06555191,n06552984
49336,n14176570,n14174549
49337,n04968056,n04967191
49338,n11418011,n11417672
49339,n04357531,n03419014
49340,n13096863,n13095685
49341,n12652876,n15098161
49342,n00517564,n00428000
49343,n03973520,n03485794
49344,n00078821,n00077419
49345,n09831303,n10683349
49346,n15041050,n14786479
49347,n00294577,n00294748
49348,n00141669,n00048374
49349,n09343943,n08591680
49350,n10578471,n10253995
49351,n07098989,n07098193
49352,n00640434,n00640188
49353,n15283780,n15282696
49354,n06160418,n06159473
49355,n14251317,n14242337
49356,n06938493,n06937985
49357,n02757927,n04397261
49358,n10642388,n10298647
49359,n06029118,n06027264
49360,n09699020,n09686536
49361,n04998700,n04998530
49362,n05681117,n14024882
49363,n09659711,n09671453
49364,n14739861,n14739360
49365,n14191284,n14191037
49366,n10753442,n09620078
49367,n02960903,n02876657
49368,n14659211,n14625458
49369,n05411571,n05407119
49370,n01369358,n01368973
49371,n03856148,n03800001
49372,n07319774,n07317764
49373,n04163740,n02792049
49374,n15071229,n15022776
49375,n15071229,n14632648
49376,n00416409,n00415676
49377,n06358747,n06356515
49378,n09931267,n00007846
49379,n14648526,n14648100
49380,n07053606,n07048000
49381,n05832264,n05829480
49382,n04615456,n03186399
49383,n15006682,n15006258
49384,n13392357,n13388245
49385,n11441416,n11439690
49386,n06548991,n06548671
49387,n02765247,n03740161
49388,n03352232,n02928413
49389,n01549769,n01507175
49390,n09400826,n09348055
49391,n11447153,n11450566
49392,n07726525,n07580053
49393,n01069012,n01069578
49394,n10315837,n10515194
49395,n00589494,n00586262
49396,n12410205,n11567411
49397,n07194811,n07193958
49398,n06014043,n06013741
49399,n06908605,n06920129
49400,n08326114,n08325686
49401,n00426388,n00426275
49402,n14186046,n14174549
49403,n09685922,n10016103
49404,n07066459,n07059255
49405,n05484862,n05329735
49406,n06767777,n06765044
49407,n00304442,n00302394
49408,n09830759,n09774266
49409,n13730902,n13730584
49410,n06702358,n06700447
49411,n14865667,n14865316
49412,n15177866,n15178546
49413,n10132145,n09974648
49414,n00351334,n00349886
49415,n12218621,n11567411
49416,n02966687,n03619396
49417,n06709349,n06706676
49418,n15183266,n15157225
49419,n03633091,n04531098
49420,n04676830,n04675314
49421,n08367579,n08367100
49422,n13454479,n13518963
49423,n08621099,n08520401
49424,n08178741,n00031264
49425,n10655594,n09821831
49426,n09823927,n10088390
49427,n04886790,n07531536
49428,n14435187,n14434866
49429,n07595051,n07643981
49430,n06549115,n06548671
49431,n15022389,n14736359
49432,n15022389,n15022171
49433,n03797548,n03925226
49434,n15190652,n15157225
49435,n08170978,n08293982
49436,n08194927,n08279800
49437,n14673325,n14662574
49438,n13050397,n13049953
49439,n01692713,n01656813
49440,n11538341,n11534677
49441,n07458453,n07456188
49442,n00221480,n00220522
49443,n13696652,n13604718
49444,n10397886,n10398624
49445,n05318137,n05246796
49446,n03384706,n03417345
49447,n07044353,n07037465
49448,n05633044,n05632446
49449,n04693900,n04692157
49450,n04819285,n04819026
49451,n13306436,n13277886
49452,n03725198,n04145056
49453,n08858529,n08552138
49454,n11499510,n13545184
49455,n00626728,n00626574
49456,n00426526,n00418903
49457,n03521899,n03972524
49458,n13137010,n13086908
49459,n06364004,n06363778
49460,n09840963,n10249950
49461,n13831000,n13830305
49462,n09992837,n10084043
49463,n13986372,n13985818
49464,n07291215,n07290905
49465,n01044867,n01044448
49466,n12048772,n11556857
49467,n06778032,n06777794
49468,n00345641,n00342028
49469,n05659260,n05659621
49470,n13848565,n14429985
49471,n11880218,n11575425
49472,n02422249,n01864707
49473,n12097746,n11534677
49474,n13040303,n12992868
49475,n14576468,n14544672
49476,n00500280,n00565302
49477,n13297397,n13297254
49478,n13768154,n13756125
49479,n01324431,n02152740
49480,n06340395,n06339416
49481,n13390244,n13388245
49482,n09883362,n10034906
49483,n01574997,n01507175
49484,n07959016,n07951464
49485,n09902611,n10622053
49486,n01466996,n08108972
49487,n03961503,n03959936
49488,n07235936,n06479665
49489,n00654683,n00986275
49490,n15238895,n15236475
49491,n13261779,n13255145
49492,n14903942,n14677778
49493,n04702127,n04701460
49494,n14760339,n14759722
49495,n04391445,n03309808
49496,n14670061,n14662574
49497,n07133701,n07109196
49498,n08290616,n08287844
49499,n05599769,n05599617
49500,n05142641,n05142180
49501,n05266486,n05265139
49502,n02082498,n01862557
49503,n07907037,n07901587
49504,n11909048,n11565385
49505,n09688487,n09688008
49506,n02852523,n00021939
49507,n07553590,n07553301
49508,n05535247,n05534712
49509,n15196870,n15184755
